grievance_id,text,category
GRV101290,"मोहल्ले में Ward 12 में असामाजिक तत्वों का आतंक है, रात को शराब पीकर हंगामा करते हैं। Kripya jald samadhan karein.",Police & Law and Order
GRV100669,"Public toilet Nagpur ke paas bahut ganda hai, safai nahi hoti kai dino se. Please take urgent action.",Sanitation & Garbage
GRV102639,Government scheme ka labh Ashok Gupta ko Bhopal mein tabhi mila jab 3000 rupaye commission diya.,Corruption & Bribery
GRV101524,"Dear officer, सरकारी अस्पताल Model Town में दवाइयां उपलब्ध नहीं हैं, बाहर से खरीदनी पड़ रही है। Otherwise we will protest.",Healthcare & Hospitals
GRV101646,"Respected Sir, अस्पताल Shastri Colony में सफाई की बहुत खराब स्थिति है, संक्रमण फैलने का डर है। Bahut pareshaan hain hum log.",Healthcare & Hospitals
GRV102156,"Sir/Madam, Ration card Sector 7 mein digitally seeded nahi hai, isliye anaj milna band ho gaya hai. Please take urgent action.",Ration & Public Distribution System
GRV100391,"Dear officer, बिजली का बिल 10000 रुपए गलत आया है Jaipur पते पर, इसे ठीक करवाएं। Kripya jald samadhan karein.",Electricity
GRV101647,"Respected Sir, Free treatment scheme card ban gaya lekin hospital Ranchi mein accept nahi kar rahe. Thank you.",Healthcare & Hospitals
GRV101238,"Respected Sir, Patta zameen ka record Madan Mahal revenue office se galat show ho raha hai online portal par. Sadar naman.",Land Records & Revenue
GRV102417,"Dear officer, KYC update na hone ki wajah se account block ho gaya Raipur branch mein.",Banking & Financial Services
GRV102437,सरकारी दफ्तर Model Town में बिना रिश्वत दिए कोई फाइल आगे नहीं बढ़ती।,Corruption & Bribery
GRV102477,Gandhi Nagar office mein kaam karwane ke liye clerk 5000 rupaye ghoos maang raha hai. Otherwise we will protest.,Corruption & Bribery
GRV101501,"Chain snatching hui thi Lucknow mein, police ne case follow up nahi kiya.",Police & Law and Order
GRV100430,"Namaste sir, Road divider Indore mein toota pada hai 10 din se, gaadiyan galat side se overtake kar rahi hain. Bahut pareshaan hain hum log.",Roads & Infrastructure
GRV102285,बैंक Jaipur में सरकारी योजना का पैसा 3000 रुपए अभी तक जमा नहीं हुआ। Otherwise we will protest.,Banking & Financial Services
GRV101566,जननी सुरक्षा योजना का पैसा Adhartal अस्पताल से 2 hafte में नहीं मिला डिलीवरी के बाद। Otherwise we will protest.,Healthcare & Hospitals
GRV101690,"सरकारी अस्पताल Madan Mahal में दवाइयां उपलब्ध नहीं हैं, बाहर से खरीदनी पड़ रही है। Kripya jald samadhan karein.",Healthcare & Hospitals
GRV101435,"Chn snatching hui thi Indore mein, police ne case follow up nahi kiya. Sadar naman.",Police & Law and Order
GRV101775,"छात्र का प्रमाण पत्र Shastri Colony स्कूल से two weeks से नहीं मिल रहा, दाखिले में दिक्कत हो रही है। Thank you.",Education & Schools
GRV100244,"बिजली विभाग Kanpur में one week से शिकायत के बावजूद फॉल्ट ठीक नहीं कर रहा, पूरा मोहल्ला अंधेरे में है। Otherwise we will protest.",Electricity
GRV100678,"Sir/Madam, Kachra collection van Adhartal area mein bilkul nahi aati, ghar ghar se kachra sadak par phenkna padta hai. Bahut pareshaan hain hum log.",Sanitation & Garbage
GRV101544,"Namaste sir, अस्पताल Ranchi में सफाई की बहुत खराब स्थिति है, संक्रमण फैलने का डर है। Bahut pareshaan hn hum log.",Healthcare & Hospitals
GRV100343,"Namaste sir, बिजली का खंभा टूट कर सड़क पर गिरा है Jabalpur में, दुर्घटना हो सकती है, कृपया जल्दी हटवाएं। Sadar naman.",Electricity
GRV102535,"सरकारी टेंडर Model Town में बिना कमीशन दिए पास नहीं होता, यह भ्रष्टाचार जांच योग्य है। Kripya jald samadhan karein.",Corruption & Bribery
GRV100065,"Respected Sir, Illegal water connection Indore mein hone se hamari colony mein paani ka pressure kam ho gaya hai.",Water Supply
GRV101474,"मोहल्ले में Kotwali area में असामाजिक तत्वों का आतंक है, रात को शराब पीकर हंगामा करते हैं। Sadar naman.",Police & Law and Order
GRV102935,"Dear officer, Caste certificate Madan Mahal tehsil office mein 5 din se pending hai, admission ki last date nikal rahi hai.",Municipal Certificates
GRV101288,"Namaste sir, पुलिस थाना Nagpur में तैनात कर्मचारी रिश्वत मांग रहा है काम करने के लिए।",Police & Law and Order
GRV102781,"Overtime paisa 1500 rupaye Jabalpur factory se 1 mahine se nahi mila, HR jawab nahi de raha. Thank you.",Employment & Labour
GRV100646,"Dear officer, Street sweeping Gwalior area mein band ho gayi hai two weeks se, dust aur kachra jama ho gaya hai. Kripya jald samadhan karein.",Sanitation & Garbage
GRV102844,"Dear officer, Labour ka wages employer ne 500 rupaye kam diya Lucknow site par, PF bhi nahi kata. Thank you.",Employment & Labour
GRV100399,"Streetlights Jabalpur mein 3 din se band h, raat ko andhera rehta hai bijli na hone se. Otherwise we will protest.",Electricity
GRV101359,"गुमशुदगी की रिपोर्ट Varanasi थाने में 15 din पहले दी थी, अभी तक कोई तलाश शुरू नहीं हुई। कृपया जल्द कार्रवाई करें।",Police & Law and Order
GRV100046,"महोदय, Low water pressure in Indore pipeline, taps mein paani bahut kam aata hai subah. Kripya jald samadhan karein.",Water Supply
GRV101010,"Namaste sir, पेंशनर सत्यापन Model Town में हर साल परेशानी देता है, इस बार two weeks से पेंशन रुकी हुई है। Please take urgent action.",Pension & Provident Fund
GRV100831,"Old age pension band ho gayi hai bina bataye, Ashok Gupta ko problem ho rahi hai. Sadar naman.",Pension & Provident Fund
GRV100367,"Dear officer, बिजली विभाग Lucknow में 15 din से शिकायत के बावजूद फॉल्ट ठीक नहीं कर रहा, पूरा मोहल्ला अंधेरे में है। Please take urgent action.",Electricity
GRV102560,"महोदय, निर्माण अनुमति Varanasi नगर निगम से 500 रुपए रिश्वत दिए बिना नहीं मिल रही। Kripya jald samadhan karein.",Corruption & Bribery
GRV100715,"महोदय, कचरा गाड़ी Lucknow में नहीं आती है one week से, गली में गंदगी फैली है।",Sanitation & Garbage
